sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D18-148022	180516Geh	5/3/18	3F	P15_3F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148023	180516Geh	5/3/18	3G	P15_3G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148024	180516Geh	5/3/18	3H	P15_3H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148025	180516Geh	5/3/18	4A	P15_4A	paired	VxC	blank	0	NA	NA	3	15	Nextseq	1:200M
D18-148026	180516Geh	5/3/18	4B	P15_4B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148027	180516Geh	5/3/18	4C	P15_4C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148028	180516Geh	5/3/18	4D	P15_4D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148029	180516Geh	5/3/18	4E	P15_4E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148030	180516Geh	5/3/18	4F	P15_4F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148031	180516Geh	5/3/18	4G	P15_4G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148032	180516Geh	5/3/18	4H	P15_4H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148033	180516Geh	5/3/18	5A	P15_5A	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148034	180516Geh	5/3/18	5B	P15_5B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148035	180516Geh	5/3/18	5C	P15_5C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148036	180516Geh	5/3/18	5D	P15_5D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148037	180516Geh	5/3/18	5E	P15_5E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148038	180516Geh	5/3/18	5F	P15_5F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148039	180516Geh	5/3/18	5G	P15_5G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148040	180516Geh	5/3/18	5H	P15_5H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148041	180516Geh	5/3/18	6A	P15_6A	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148042	180516Geh	5/3/18	6B	P15_6B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148043	180516Geh	5/3/18	6C	P15_6C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148044	180516Geh	5/3/18	6D	P15_6D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148045	180516Geh	5/3/18	6E	P15_6E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148046	180516Geh	5/3/18	6F	P15_6F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148047	180516Geh	5/3/18	6G	P15_6G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148048	180516Geh	5/3/18	6H	P15_6H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148049	180516Geh	5/3/18	7A	P15_7A	paired	VxC	nocell	0	NA	NA	3	15	Nextseq	1:200M
D18-148050	180516Geh	5/3/18	7B	P15_7B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148051	180516Geh	5/3/18	7C	P15_7C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148052	180516Geh	5/3/18	7D	P15_7D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148053	180516Geh	5/3/18	7E	P15_7E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148054	180516Geh	5/3/18	7F	P15_7F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148055	180516Geh	5/3/18	7G	P15_7G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148056	180516Geh	5/3/18	7H	P15_7H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148057	180516Geh	5/3/18	8A	P15_8A	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148058	180516Geh	5/3/18	8B	P15_8B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148059	180516Geh	5/3/18	8C	P15_8C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148060	180516Geh	5/3/18	8D	P15_8D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148061	180516Geh	5/3/18	8E	P15_8E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148062	180516Geh	5/3/18	8F	P15_8F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148063	180516Geh	5/3/18	8G	P15_8G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148064	180516Geh	5/3/18	8H	P15_8H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148065	180516Geh	5/3/18	9A	P15_9A	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148066	180516Geh	5/3/18	9B	P15_9B	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148067	180516Geh	5/3/18	9C	P15_9C	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148068	180516Geh	5/3/18	9D	P15_9D	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148069	180516Geh	5/3/18	9E	P15_9E	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148070	180516Geh	5/3/18	9F	P15_9F	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148071	180516Geh	5/3/18	9G	P15_9G	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148072	180516Geh	5/3/18	9H	P15_9H	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148073	180516Geh	5/3/18	10A	P15_10A	paired	VxC	blank	0	NA	NA	3	15	Nextseq	1:200M
D18-148074	180516Geh	5/3/18	10B	P15_10B	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148075	180516Geh	5/3/18	10C	P15_10C	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148076	180516Geh	5/3/18	10D	P15_10D	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148077	180516Geh	5/3/18	10E	P15_10E	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148078	180516Geh	5/3/18	10F	P15_10F	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148079	180516Geh	5/3/18	10G	P15_10G	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148080	180516Geh	5/3/18	10H	P15_10H	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148081	180516Geh	5/3/18	11A	P15_11A	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148082	180516Geh	5/3/18	11B	P15_11B	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148083	180516Geh	5/3/18	11C	P15_11C	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148084	180516Geh	5/3/18	11D	P15_11D	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148085	180516Geh	5/3/18	11E	P15_11E	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148086	180516Geh	5/3/18	11F	P15_11F	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148087	180516Geh	5/3/18	11G	P15_11G	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148088	180516Geh	5/3/18	11H	P15_11H	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148089	180516Geh	5/3/18	12A	P15_12A	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148090	180516Geh	5/3/18	12B	P15_12B	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148091	180516Geh	5/3/18	12C	P15_12C	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148092	180516Geh	5/3/18	12D	P15_12D	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148093	180516Geh	5/3/18	12E	P15_12E	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148094	180516Geh	5/3/18	12F	P15_12F	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148095	180516Geh	5/3/18	12G	P15_12G	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148096	180516Geh	5/3/18	12H	P15_12H	paired	VxC	4	1	6N	heart	3	15	Nextseq	1:200M
D18-148097	180516Geh	4/19/18	1A	P16_1A	paired	CxV	nocell	0	NA	NA	3	16	Nextseq	1:200M
D18-148098	180516Geh	4/19/18	1B	P16_1B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148099	180516Geh	4/19/18	1C	P16_1C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148100	180516Geh	4/19/18	1D	P16_1D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148101	180516Geh	4/19/18	1E	P16_1E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148102	180516Geh	4/19/18	1F	P16_1F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148103	180516Geh	4/19/18	1G	P16_1G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148104	180516Geh	4/19/18	1H	P16_1H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148105	180516Geh	4/19/18	2A	P16_2A	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148106	180516Geh	4/19/18	2B	P16_2B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148107	180516Geh	4/19/18	2C	P16_2C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148108	180516Geh	4/19/18	2D	P16_2D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148109	180516Geh	4/19/18	2E	P16_2E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148110	180516Geh	4/19/18	2F	P16_2F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148111	180516Geh	4/19/18	2G	P16_2G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148112	180516Geh	4/19/18	2H	P16_2H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148113	180516Geh	4/19/18	3A	P16_3A	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148114	180516Geh	4/19/18	3B	P16_3B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148115	180516Geh	4/19/18	3C	P16_3C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148116	180516Geh	4/19/18	3D	P16_3D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148117	180516Geh	4/19/18	3E	P16_3E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148118	180516Geh	4/19/18	3F	P16_3F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148119	180516Geh	4/19/18	3G	P16_3G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148120	180516Geh	4/19/18	3H	P16_3H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148121	180516Geh	4/19/18	4A	P16_4A	paired	CxV	blank	0	NA	NA	3	16	Nextseq	1:200M
D18-148122	180516Geh	4/19/18	4B	P16_4B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148123	180516Geh	4/19/18	4C	P16_4C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148124	180516Geh	4/19/18	4D	P16_4D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148125	180516Geh	4/19/18	4E	P16_4E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148126	180516Geh	4/19/18	4F	P16_4F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148127	180516Geh	4/19/18	4G	P16_4G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148128	180516Geh	4/19/18	4H	P16_4H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148129	180516Geh	4/19/18	5A	P16_5A	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148130	180516Geh	4/19/18	5B	P16_5B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148131	180516Geh	4/19/18	5C	P16_5C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148132	180516Geh	4/19/18	5D	P16_5D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148133	180516Geh	4/19/18	5E	P16_5E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148134	180516Geh	4/19/18	5F	P16_5F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148135	180516Geh	4/19/18	5G	P16_5G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148136	180516Geh	4/19/18	5H	P16_5H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148137	180516Geh	4/19/18	6A	P16_6A	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148138	180516Geh	4/19/18	6B	P16_6B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148139	180516Geh	4/19/18	6C	P16_6C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148140	180516Geh	4/19/18	6D	P16_6D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148141	180516Geh	4/19/18	6E	P16_6E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148142	180516Geh	4/19/18	6F	P16_6F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148143	180516Geh	4/19/18	6G	P16_6G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148144	180516Geh	4/19/18	6H	P16_6H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148145	180516Geh	4/19/18	7A	P16_7A	paired	CxV	nocell	0	NA	NA	3	16	Nextseq	1:200M
D18-148146	180516Geh	4/19/18	7B	P16_7B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148147	180516Geh	4/19/18	7C	P16_7C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148148	180516Geh	4/19/18	7D	P16_7D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148149	180516Geh	4/19/18	7E	P16_7E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148150	180516Geh	4/19/18	7F	P16_7F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148151	180516Geh	4/19/18	7G	P16_7G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148152	180516Geh	4/19/18	7H	P16_7H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148153	180516Geh	4/19/18	8A	P16_8A	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148154	180516Geh	4/19/18	8B	P16_8B	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148155	180516Geh	4/19/18	8C	P16_8C	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148156	180516Geh	4/19/18	8D	P16_8D	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148157	180516Geh	4/19/18	8E	P16_8E	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148158	180516Geh	4/19/18	8F	P16_8F	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148159	180516Geh	4/19/18	8G	P16_8G	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148160	180516Geh	4/19/18	8H	P16_8H	paired	CxV	4	1	3N	heart	3	16	Nextseq	1:200M
D18-148161	180516Geh	4/19/18	9A	P16_9A	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148162	180516Geh	4/19/18	9B	P16_9B	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148163	180516Geh	4/19/18	9C	P16_9C	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148164	180516Geh	4/19/18	9D	P16_9D	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148165	180516Geh	4/19/18	9E	P16_9E	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148166	180516Geh	4/19/18	9F	P16_9F	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148167	180516Geh	4/19/18	9G	P16_9G	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148168	180516Geh	4/19/18	9H	P16_9H	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148169	180516Geh	4/19/18	10A	P16_10A	paired	CxV	blank	0	NA	NA	3	16	Nextseq	1:200M
D18-148170	180516Geh	4/19/18	10B	P16_10B	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148171	180516Geh	4/19/18	10C	P16_10C	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148172	180516Geh	4/19/18	10D	P16_10D	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148173	180516Geh	4/19/18	10E	P16_10E	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148174	180516Geh	4/19/18	10F	P16_10F	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148175	180516Geh	4/19/18	10G	P16_10G	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148176	180516Geh	4/19/18	10H	P16_10H	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148177	180516Geh	4/19/18	11A	P16_11A	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148178	180516Geh	4/19/18	11B	P16_11B	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148179	180516Geh	4/19/18	11C	P16_11C	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148180	180516Geh	4/19/18	11D	P16_11D	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148181	180516Geh	4/19/18	11E	P16_11E	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148182	180516Geh	4/19/18	11F	P16_11F	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148183	180516Geh	4/19/18	11G	P16_11G	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148184	180516Geh	4/19/18	11H	P16_11H	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148185	180516Geh	4/19/18	12A	P16_12A	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148186	180516Geh	4/19/18	12B	P16_12B	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148187	180516Geh	4/19/18	12C	P16_12C	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148188	180516Geh	4/19/18	12D	P16_12D	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148189	180516Geh	4/19/18	12E	P16_12E	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148190	180516Geh	4/19/18	12F	P16_12F	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148191	180516Geh	4/19/18	12G	P16_12G	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148192	180516Geh	4/19/18	12H	P16_12H	paired	CxV	4	1	6N	heart	3	16	Nextseq	1:200M
D18-148193	180516Geh	5/11/18	1A	P17_1A	paired	CxV	nocell	0	NA	NA	3	17	Nextseq	1:200M
D18-148194	180516Geh	5/11/18	1B	P17_1B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148195	180516Geh	5/11/18	1C	P17_1C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148196	180516Geh	5/11/18	1D	P17_1D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148197	180516Geh	5/11/18	1E	P17_1E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148198	180516Geh	5/11/18	1F	P17_1F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148199	180516Geh	5/11/18	1G	P17_1G	paired	CxV	4	2	3N	heart	3	17	Nextseq	1:200M
D18-148200	180516Geh	5/11/18	1H	P17_1H	paired	CxV	4	2	3N	heart	3	17	Nextseq	1:200M
D18-148201	180516Geh	5/11/18	2A	P17_2A	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148202	180516Geh	5/11/18	2B	P17_2B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148203	180516Geh	5/11/18	2C	P17_2C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148204	180516Geh	5/11/18	2D	P17_2D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148205	180516Geh	5/11/18	2E	P17_2E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148206	180516Geh	5/11/18	2F	P17_2F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148207	180516Geh	5/11/18	2G	P17_2G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148208	180516Geh	5/11/18	2H	P17_2H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148209	180516Geh	5/11/18	3A	P17_3A	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148210	180516Geh	5/11/18	3B	P17_3B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148211	180516Geh	5/11/18	3C	P17_3C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148212	180516Geh	5/11/18	3D	P17_3D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148213	180516Geh	5/11/18	3E	P17_3E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148214	180516Geh	5/11/18	3F	P17_3F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148215	180516Geh	5/11/18	3G	P17_3G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148216	180516Geh	5/11/18	3H	P17_3H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148217	180516Geh	5/11/18	4A	P17_4A	paired	CxV	blank	0	NA	NA	3	17	Nextseq	1:200M
D18-148218	180516Geh	5/11/18	4B	P17_4B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148219	180516Geh	5/11/18	4C	P17_4C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148220	180516Geh	5/11/18	4D	P17_4D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148221	180516Geh	5/11/18	4E	P17_4E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148222	180516Geh	5/11/18	4F	P17_4F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148223	180516Geh	5/11/18	4G	P17_4G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148224	180516Geh	5/11/18	4H	P17_4H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148225	180516Geh	5/11/18	5A	P17_5A	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148226	180516Geh	5/11/18	5B	P17_5B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148227	180516Geh	5/11/18	5C	P17_5C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148228	180516Geh	5/11/18	5D	P17_5D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148229	180516Geh	5/11/18	5E	P17_5E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148230	180516Geh	5/11/18	5F	P17_5F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148231	180516Geh	5/11/18	5G	P17_5G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148232	180516Geh	5/11/18	5H	P17_5H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148233	180516Geh	5/11/18	6A	P17_6A	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148234	180516Geh	5/11/18	6B	P17_6B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148235	180516Geh	5/11/18	6C	P17_6C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148236	180516Geh	5/11/18	6D	P17_6D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148237	180516Geh	5/11/18	6E	P17_6E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148238	180516Geh	5/11/18	6F	P17_6F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148239	180516Geh	5/11/18	6G	P17_6G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148240	180516Geh	5/11/18	6H	P17_6H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148241	180516Geh	5/11/18	7A	P17_7A	paired	CxV	nocell	0	NA	NA	3	17	Nextseq	1:200M
D18-148242	180516Geh	5/11/18	7B	P17_7B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148243	180516Geh	5/11/18	7C	P17_7C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148244	180516Geh	5/11/18	7D	P17_7D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148245	180516Geh	5/11/18	7E	P17_7E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148246	180516Geh	5/11/18	7F	P17_7F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148247	180516Geh	5/11/18	7G	P17_7G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148248	180516Geh	5/11/18	7H	P17_7H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148249	180516Geh	5/11/18	8A	P17_8A	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148250	180516Geh	5/11/18	8B	P17_8B	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148251	180516Geh	5/11/18	8C	P17_8C	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148252	180516Geh	5/11/18	8D	P17_8D	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148253	180516Geh	5/11/18	8E	P17_8E	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148254	180516Geh	5/11/18	8F	P17_8F	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148255	180516Geh	5/11/18	8G	P17_8G	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148256	180516Geh	5/11/18	8H	P17_8H	paired	CxV	4	1	3N	heart	3	17	Nextseq	1:200M
D18-148257	180516Geh	5/11/18	9A	P17_9A	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
