name	experiment 	library	cross	dap	ploidy	stage	batch	fmat	tissue	washed	cell cycle stage	trajectory
P8_7F	171220Geh	single	VxC	4	3N	heart	1	0.746109	endo	no	G1toS	900
P8_8A	171220Geh	single	VxC	4	3N	heart	1	0.675058	endo	no	G2	336
P8_8B	171220Geh	single	VxC	4	3N	heart	1	0.719189	endo	no	G2	264
P8_8C	171220Geh	single	VxC	4	3N	heart	1	0.666107	endo	no	G1toS	719
P8_8D	171220Geh	single	VxC	4	3N	heart	1	0.709361	endo	no	S	683
P8_8E	171220Geh	single	VxC	4	3N	heart	1	0.52443	embryo	no	S	684
P8_8F	171220Geh	single	VxC	4	3N	heart	1	0.749506	endo	no	G1toS	940
P8_8G	171220Geh	single	VxC	4	3N	heart	1	0.96584	seedcoat	no	G1	1125
P8_8H	171220Geh	single	VxC	4	3N	heart	1	0.92886	seedcoat	no	G1	1103
P8_9A	171220Geh	single	VxC	4	6N	heart	1	0.973814	seedcoat	no	G0	1290
P8_9B	171220Geh	single	VxC	4	6N	heart	1	0.958438	seedcoat	no	G1	1104
P8_9C	171220Geh	single	VxC	4	6N	heart	1	0.714346	endo	no	G1	1117
P8_9D	171220Geh	single	VxC	4	6N	heart	1	0.719701	endo	no	G2	452
P8_9E	171220Geh	single	VxC	4	6N	heart	1	0.673888	endo	no	G1toS	819
P8_9F	171220Geh	single	VxC	4	6N	heart	1	0.959399	seedcoat	no	G1	1071
P8_9G	171220Geh	single	VxC	4	6N	heart	1	0.711689	endo	no	G2	444
P9_10B	171220Geh	single	CxL	3	3N	globular	1	0.973603	seedcoat	no	G0	1306
P9_10C	171220Geh	single	CxL	3	3N	globular	1	0.986712	seedcoat	no	G1	1148
P9_10D	171220Geh	single	CxL	3	3N	globular	1	0.975982	seedcoat	no	G0	1291
P9_10E	171220Geh	single	CxL	3	3N	globular	1	0.9586	seedcoat	no	G0	1292
P9_10F	171220Geh	single	CxL	3	3N	globular	1	0.971188	seedcoat	no	G2	265
P9_10G	171220Geh	single	CxL	3	3N	globular	1	0.976001	seedcoat	no	G1toS	748
P9_10H	171220Geh	single	CxL	3	3N	globular	1	0.994565	seedcoat	no	S	631
P9_11A	171220Geh	single	LxC	4	3N	late heart	1	0.950517	seedcoat	no	G1	1149
P9_11C	171220Geh	single	LxC	4	3N	late heart	1	0.702267	endo	no	G2	453
P9_11D	171220Geh	single	LxC	4	3N	late heart	1	0.681707	endo	no	G2	391
P9_11F	171220Geh	single	LxC	4	3N	late heart	1	0.684821	endo	no	G1toS	775
P9_11H	171220Geh	single	LxC	4	3N	late heart	1	0.938272	seedcoat	no	G0	1242
P9_12A	171220Geh	single	LxC	4	6N	late heart	1	0.723586	endo	no	M	26
P9_12B	171220Geh	single	LxC	4	6N	late heart	1	0.720608	endo	no	M	70
P9_12G	171220Geh	single	LxC	4	6N	late heart	1	0.7503	endo	no	M	129
P9_1B	171220Geh	single	CxL	3	3N	globular	1	0.7102	endo	no	G2	445
P9_1C	171220Geh	single	CxL	3	3N	globular	1	0.961083	seedcoat	no	G1	979
P9_1D	171220Geh	single	CxL	3	3N	globular	1	0.98638	seedcoat	no	G1toS	922
P9_1F	171220Geh	single	CxL	3	3N	globular	1	0.975594	seedcoat	no	G2	337
P9_2B	171220Geh	single	CxL	3	3N	globular	1	0.740942	endo	no	S	685
P9_2D	171220Geh	single	CxL	3	3N	globular	1	0.970231	seedcoat	no	G0	1243
P9_2F	171220Geh	single	CxL	3	3N	globular	1	0.98287	seedcoat	no	G1	1150
P9_2H	171220Geh	single	CxL	3	3N	globular	1	0.984513	seedcoat	no	G0	1309
P9_3A	171220Geh	single	CxL	3	6N	globular	1	0.98346	seedcoat	no	G0	1212
P9_3B	171220Geh	single	CxL	3	6N	globular	1	0.747943	endo	no	G2	266
P9_3D	171220Geh	single	CxL	3	6N	globular	1	0.719846	endo	no	G1toS	776
P9_3E	171220Geh	single	CxL	3	6N	globular	1	0.728524	endo	no	G1toS	845
P9_3F	171220Geh	single	CxL	3	6N	globular	1	0.969512	seedcoat	no	G1	1166
P9_3G	171220Geh	single	CxL	3	6N	globular	1	0.716383	endo	no	S	632
P9_3H	171220Geh	single	CxL	3	6N	globular	1	0.795028	endo	no	M	71
P9_4B	171220Geh	single	CxL	4	3N	early heart	1	0.775634	endo	no	S	633
P9_4C	171220Geh	single	CxL	4	3N	early heart	1	0.982317	seedcoat	no	G1	1151
P9_4D	171220Geh	single	CxL	4	3N	early heart	1	0.71159	endo	no	S	559
P9_4F	171220Geh	single	CxL	4	3N	early heart	1	0.956898	seedcoat	no	G1	1152
P9_4G	171220Geh	single	CxL	4	3N	early heart	1	0.769092	endo	no	S	689
P9_5A	171220Geh	single	CxL	4	3N	early heart	1	0.92299	seedcoat	no	G1	1005
P9_5B	171220Geh	single	CxL	4	3N	early heart	1	0.733484	endo	no	S	596
P9_5C	171220Geh	single	CxL	4	3N	early heart	1	0.759983	endo	no	S	511
P9_5D	171220Geh	single	CxL	4	3N	early heart	1	0.690454	endo	no	G1toS	846
P9_5E	171220Geh	single	CxL	4	3N	early heart	1	0.721652	endo	no	S	560
P9_5F	171220Geh	single	CxL	4	3N	early heart	1	0.767491	endo	no	G1toS	697
P9_5G	171220Geh	single	CxL	4	3N	early heart	1	0.744957	endo	no	S	561
P9_5H	171220Geh	single	CxL	4	3N	early heart	1	0.732652	endo	no	S	568
P9_6B	171220Geh	single	CxL	4	6N	early heart	1	0.698956	endo	no	G1toS	777
P9_6C	171220Geh	single	CxL	4	6N	early heart	1	0.763539	endo	no	G1toS	749
P9_6D	171220Geh	single	CxL	4	6N	early heart	1	0.765044	endo	no	M	81
P9_6E	171220Geh	single	CxL	4	6N	early heart	1	0.788718	endo	no	G1toS	820
P9_6F	171220Geh	single	CxL	4	6N	early heart	1	0.771446	endo	no	M	130
P9_7B	171220Geh	single	LxC	3	3N	globular	1	0.929126	seedcoat	no	G1toS	821
P9_7D	171220Geh	single	LxC	3	3N	globular	1	0.955743	seedcoat	no	G1	1095
P9_7E	171220Geh	single	LxC	3	3N	globular	1	0.97496	seedcoat	no	G0	1244
P9_7F	171220Geh	single	LxC	3	3N	globular	1	0.713073	endo	no	S	573
P9_7G	171220Geh	single	LxC	3	3N	globular	1	0.939979	seedcoat	no	G1	1167
P9_8A	171220Geh	single	LxC	3	3N	globular	1	0.956423	seedcoat	no	G2	338
P9_8C	171220Geh	single	LxC	3	3N	globular	1	0.873745	seedcoat	no	G1toS	901
P9_8D	171220Geh	single	LxC	3	3N	globular	1	0.987297	seedcoat	no	G2	339
P9_8E	171220Geh	single	LxC	3	3N	globular	1	0.963421	seedcoat	no	G0	1210
P9_8G	171220Geh	single	LxC	3	3N	globular	1	0.960286	seedcoat	no	G0	1307
P9_8H	171220Geh	single	LxC	3	3N	globular	1	0.958262	seedcoat	no	G0	1294
P9_9B	171220Geh	single	LxC	3	6N	globular	1	0.694406	endo	no	S	583
P9_9C	171220Geh	single	LxC	3	6N	globular	1	0.946193	seedcoat	no	G2	267
P9_9E	171220Geh	single	LxC	3	6N	globular	1	0.676732	endo	no	S	636
P9_9F	171220Geh	single	LxC	3	6N	globular	1	0.944163	seedcoat	no	G0	1308
P9_9H	171220Geh	single	LxC	3	6N	globular	1	0.940929	seedcoat	no	G1	1033
